Agency,State,Months,Population,Violent crime total,Murder and nonnegligent Manslaughter,Forcible rape,Robbery,Aggravated assault,Property crime total,Burglary,Larceny-theft,Motor vehicle theft,Violent Crime rate,Murder and nonnegligent manslaughter rate,Forcible rape rate,Robbery rate,Aggravated assault rate,Property crime rate,Burglary rate,Larceny-theft rate,Motor vehicle theft rate,0,full_name,gid
Brazos County Sheriff Office,TX,12,,41.0,1,0.0,0,40,415.0,158,244.0,13.0,,,,,,,,,,brazos county,"brazos county,TX",05000US48041
Cameron County Sheriff Department,TX,12,,143.0,4,15.0,19,105,1732.0,619,1027.0,86.0,,,,,,,,,,cameron county,"cameron county,TX",05000US48061
Cedar Park City Police Dept,TX,12,52051.0,109.0,0,11.0,9,89,765.0,93,653.0,19.0,209.4,0.0,21.1,17.3,171.0,1469.7,178.7,1254.5,36.5,cedar park city,"cedar park city,TX",16000US4813552
Chambers County Sheriff Department,TX,12,,67.0,0,4.0,9,54,579.0,191,339.0,49.0,,,,,,,,,,chambers county,"chambers county,TX",05000US48071
Cherokee County Sheriff Department,TX,12,,76.0,1,10.0,3,62,639.0,209,357.0,73.0,,,,,,,,,,cherokee county,"cherokee county,TX",05000US48073
Collin County Sheriff Department,TX,12,,74.0,1,16.0,2,55,624.0,247,323.0,54.0,,,,,,,,,,collin county,"collin county,TX",05000US48085
Comal County Sheriff Department,TX,12,,219.0,2,25.0,7,185,926.0,280,594.0,52.0,,,,,,,,,,comal county,"comal county,TX",05000US48091
Corinth City Police Dept,TX,12,20971.0,34.0,0,0.0,3,31,297.0,73,213.0,11.0,162.1,0.0,0.0,14.3,147.8,1416.2,348.1,1015.7,52.5,corinth city,"corinth city,TX",16000US4816696
Coryell County Sheriff Office,TX,12,,8.0,2,1.0,0,5,116.0,45,62.0,9.0,,,,,,,,,,coryell county,"coryell county,TX",05000US48099
Dallas Police Dept,TX,12,1241549.0,8380.0,154,486.0,4093,3647,54300.0,16090,31148.0,7062.0,675.0,12.4,39.1,329.7,293.7,4373.6,1296.0,2508.8,568.8,dallas,"dallas,TX",05000US48113
Ector County Sheriff Department,TX,12,,57.0,0,1.0,23,33,1417.0,321,956.0,140.0,,,,,,,,,,ector county,"ector county,TX",05000US48135
Ellis County Sheriff Office,TX,12,,44.0,4,2.0,2,36,615.0,233,327.0,55.0,,,,,,,,,,ellis county,"ellis county,TX",05000US48139
Fort Bend County Sheriff Department,TX,12,,804.0,1,38.0,116,649,4398.0,1672,2452.0,274.0,,,,,,,,,,fort bend county,"fort bend county,TX",05000US48157
Grayson County Sheriff Department,TX,12,,50.0,0,15.0,3,32,800.0,278,459.0,63.0,,,,,,,,,,grayson county,"grayson county,TX",05000US48181
Guadalupe County Sheriff Department,TX,12,,109.0,0,44.0,8,57,576.0,191,346.0,39.0,,,,,,,,,,guadalupe county,"guadalupe county,TX",05000US48187
Hardin County Sheriff Department,TX,12,,48.0,3,4.0,3,38,413.0,104,236.0,73.0,,,,,,,,,,hardin county,"hardin county,TX",05000US48199
Harris County Sheriff Office,TX,12,,7416.0,77,295.0,2744,4300,52551.0,13848,32259.0,6444.0,,,,,,,,,,harris county,"harris county,TX",05000US48201
Harrison County Sheriff Office,TX,12,,70.0,1,0.0,3,66,556.0,251,289.0,16.0,,,,,,,,,,harrison county,"harrison county,TX",05000US48203
Hays County Sheriff Office,TX,12,,67.0,2,3.0,0,62,869.0,381,457.0,31.0,,,,,,,,,,hays county,"hays county,TX",05000US48209
Hood County Sheriff Office,TX,12,,49.0,1,0.0,2,46,507.0,120,343.0,44.0,,,,,,,,,,hood county,"hood county,TX",05000US48221
Houston Police Dept,TX,12,2177273.0,21610.0,217,665.0,9385,11343,107678.0,26630,67978.0,13070.0,992.5,10.0,30.5,431.0,521.0,4945.5,1223.1,3122.2,600.3,houston,"houston,TX",05000US48225
Hunt County Sheriff Department,TX,12,,176.0,0,2.0,14,160,1217.0,485,651.0,81.0,,,,,,,,,,hunt county,"hunt county,TX",05000US48231
Jasper County Sheriff Office,TX,12,,70.0,2,22.0,3,43,365.0,147,204.0,14.0,,,,,,,,,,jasper county,"jasper county,TX",05000US48241
Jefferson County Sheriff Office,TX,12,,38.0,0,6.0,11,21,519.0,141,330.0,48.0,,,,,,,,,,jefferson county,"jefferson county,TX",05000US48245
Johnson County Sheriff Office,TX,12,,144.0,3,25.0,3,113,1078.0,354,637.0,87.0,,,,,,,,,,johnson county,"johnson county,TX",05000US48251
Kaufman County Sheriff Department,TX,12,,143.0,1,19.0,11,112,1114.0,443,557.0,114.0,,,,,,,,,,kaufman county,"kaufman county,TX",05000US48257
Kerr County Sheriff Department,TX,12,,31.0,1,8.0,4,18,362.0,125,221.0,16.0,,,,,,,,,,kerr county,"kerr county,TX",05000US48265
Leander City Police Dept,TX,12,28244.0,41.0,0,2.0,3,36,352.0,53,291.0,8.0,145.2,0.0,7.1,10.6,127.5,1246.3,187.7,1030.3,28.3,leander city,"leander city,TX",16000US4842016
Liberty County Sheriff Department,TX,12,,152.0,1,2.0,8,141,890.0,297,492.0,101.0,,,,,,,,,,liberty county,"liberty county,TX",05000US48291
Maverick County Sheriff Department,TX,12,,114.0,3,4.0,1,106,623.0,274,328.0,21.0,,,,,,,,,,maverick county,"maverick county,TX",05000US48323
Mclennan County Sheriff Department,TX,12,,80.0,0,21.0,4,55,717.0,287,387.0,43.0,,,,,,,,,,mclennan county,"mclennan county,TX",05000US48309
Medina County Sheriff Department,TX,12,,28.0,0,10.0,2,16,202.0,74,120.0,8.0,,,,,,,,,,medina county,"medina county,TX",05000US48325
Mission Police Dept,TX,12,80557.0,104.0,3,6.0,46,49,2370.0,423,1788.0,159.0,129.1,3.7,7.4,57.1,60.8,2942.0,525.1,2219.5,197.4,mission,"mission,TX",16000US4848772
Montgomery County Sheriff Department,TX,12,,521.0,10,30.0,106,375,6076.0,1732,3830.0,514.0,,,,,,,,,,montgomery county,"montgomery county,TX",05000US48339
Orange County Sheriff Department,TX,12,,93.0,0,7.0,3,83,641.0,246,314.0,81.0,,,,,,,,,,orange county,"orange county,TX",05000US48361
Parker County Sheriff Department,TX,12,,67.0,3,9.0,3,52,1174.0,419,684.0,71.0,,,,,,,,,,parker county,"parker county,TX",05000US48367
Polk County Sheriff Office,TX,12,,66.0,0,20.0,7,39,742.0,287,406.0,49.0,,,,,,,,,,polk county,"polk county,TX",05000US48373
Rockwall Police Dept,TX,12,39613.0,42.0,1,2.0,4,35,858.0,127,686.0,45.0,106.0,2.5,5.0,10.1,88.4,2166.0,320.6,1731.8,113.6,rockwall,"rockwall,TX",05000US48397
Rusk County Sheriff Department,TX,12,,102.0,0,6.0,8,88,689.0,254,388.0,47.0,,,,,,,,,,rusk county,"rusk county,TX",05000US48401
Sachse City Police Dept,TX,12,21172.0,23.0,1,8.0,2,12,198.0,36,152.0,10.0,108.6,4.7,37.8,9.4,56.7,935.2,170.0,717.9,47.2,sachse city,"sachse city,TX",16000US4864064
San Jacinto County Sheriff Department,TX,12,,66.0,0,1.0,8,57,718.0,274,355.0,89.0,,,,,,,,,,san jacinto county,"san jacinto county,TX",05000US48407
Smith County Sheriff Department,TX,12,,264.0,2,37.0,18,207,1936.0,772,996.0,168.0,,,,,,,,,,smith county,"smith county,TX",05000US48423
Starr County Sheriff Department,TX,12,,101.0,2,5.0,4,90,341.0,157,155.0,29.0,,,,,,,,,,starr county,"starr county,TX",05000US48427
Tarrant County Sheriff Department,TX,12,,126.0,1,17.0,12,96,1246.0,411,746.0,89.0,,,,,,,,,,tarrant county,"tarrant county,TX",05000US48439
The Colony City Police Dept,TX,12,38217.0,38.0,0,6.0,9,23,554.0,115,394.0,45.0,99.4,0.0,15.7,23.5,60.2,1449.6,300.9,1031.0,117.7,the colony city,"the colony city,TX",16000US4872530
Travis County Sheriff Department,TX,12,,448.0,1,15.0,36,396,3182.0,966,2073.0,143.0,,,,,,,,,,travis county,"travis county,TX",05000US48453
Tyler Police Dept,TX,12,100040.0,537.0,4,45.0,92,396,4506.0,1025,3350.0,131.0,536.8,4.0,45.0,92.0,395.8,4504.2,1024.6,3348.7,130.9,tyler,"tyler,TX",05000US48457
Upshur County Sheriff Office,TX,12,,65.0,0,5.0,1,59,682.0,274,365.0,43.0,,,,,,,,,,upshur county,"upshur county,TX",05000US48459
Van Zandt County Sheriff Department,TX,12,,75.0,4,0.0,5,66,706.0,267,352.0,87.0,,,,,,,,,,van zandt county,"van zandt county,TX",05000US48467
Walker County Sheriff Department,TX,12,,68.0,0,17.0,2,49,389.0,171,197.0,21.0,,,,,,,,,,walker county,"walker county,TX",05000US48471
Waller County Sheriff Department,TX,12,,30.0,2,5.0,2,21,255.0,98,148.0,9.0,,,,,,,,,,waller county,"waller county,TX",05000US48473
Williamson County Sheriff Department,TX,12,,114.0,2,23.0,9,80,1147.0,292,819.0,36.0,,,,,,,,,,williamson county,"williamson county,TX",05000US48491
Wilson County Sheriff Department,TX,12,,28.0,3,4.0,1,20,284.0,105,151.0,28.0,,,,,,,,,,wilson county,"wilson county,TX",05000US48493
Wise County Sheriff Department,TX,12,,64.0,1,3.0,6,54,542.0,193,304.0,45.0,,,,,,,,,,wise county,"wise county,TX",05000US48497
Wood County Sheriff Office,TX,12,,28.0,1,2.0,2,23,565.0,202,334.0,29.0,,,,,,,,,,wood county,"wood county,TX",05000US48499
Cache County Sheriff Office,UT,12,,13.0,0,9.0,0,4,409.0,74,316.0,19.0,,,,,,,,,,cache county,"cache county,UT",05000US49005
Davis County Sheriff Office,UT,12,,16.0,0,5.0,0,11,208.0,48,154.0,6.0,,,,,,,,,,davis county,"davis county,UT",05000US49011
Salt Lake County Sheriff Office,UT,12,,694.0,5,112.0,169,408,10118.0,1667,7617.0,834.0,,,,,,,,,,salt lake county,"salt lake county,UT",05000US49035
Sandy City Police Dept,UT,12,90405.0,147.0,2,24.0,35,86,2663.0,453,2068.0,142.0,162.6,2.2,26.5,38.7,95.1,2945.6,501.1,2287.5,157.1,sandy city,"sandy city,UT",16000US4967440
Summit County Sheriff Office,UT,12,,34.0,0,5.0,3,26,483.0,65,399.0,19.0,,,,,,,,,,summit county,"summit county,UT",05000US49043
Tooele Police Dept,UT,12,32641.0,96.0,0,15.0,17,64,1396.0,214,1112.0,70.0,294.1,0.0,46.0,52.1,196.1,4276.8,655.6,3406.8,214.5,tooele,"tooele,UT",05000US49045
Utah County Sheriff Office,UT,12,,19.0,0,3.0,0,16,288.0,48,230.0,10.0,,,,,,,,,,utah county,"utah county,UT",05000US49049
Weber County Sheriff Department,UT,12,,40.0,0,6.0,5,29,923.0,179,698.0,46.0,,,,,,,,,,weber county,"weber county,UT",05000US49057
Bennington Police Dept,VT,12,15691.0,27.0,0,2.0,3,22,574.0,145,405.0,24.0,172.1,0.0,12.7,19.1,140.2,3658.1,924.1,2581.1,153.0,bennington,"bennington,VT",05000US50003
Rutland Police Dept,VT,12,16388.0,61.0,0,3.0,12,46,1070.0,208,842.0,20.0,372.2,0.0,18.3,73.2,280.7,6529.2,1269.2,5137.9,122.0,rutland,"rutland,VT",05000US50021
Accomack County Sheriff Office,VA,12,,43.0,2,5.0,11,25,489.0,159,318.0,12.0,,,,,,,,,,accomack county,"accomack county,VA",05000US51001
Albemarle County Police Department,VA,12,,99.0,4,22.0,17,56,1469.0,232,1187.0,50.0,,,,,,,,,,albemarle county,"albemarle county,VA",05000US51003
Alexandria Police Dept,VA,12,145892.0,243.0,0,9.0,138,96,2990.0,281,2383.0,326.0,166.6,0.0,6.2,94.6,65.8,2049.5,192.6,1633.4,223.5,alexandria,"alexandria,VA",05000US51510
Amherst County Sheriff Office,VA,12,,15.0,0,7.0,1,7,504.0,125,365.0,14.0,,,,,,,,,,amherst county,"amherst county,VA",05000US51009
Arlington County Police Department,VA,12,,305.0,5,31.0,117,152,3855.0,286,3383.0,186.0,,,,,,,,,,arlington county,"arlington county,VA",05000US51013
Augusta County Sheriff Office,VA,12,,86.0,2,7.0,2,75,847.0,131,676.0,40.0,,,,,,,,,,augusta county,"augusta county,VA",05000US51015
Bedford County Sheriff Office,VA,12,,36.0,1,5.0,2,28,754.0,227,491.0,36.0,,,,,,,,,,bedford county,"bedford county,VA",05000US51019
Botetourt County Sheriff Office,VA,12,,25.0,0,3.0,1,21,285.0,74,202.0,9.0,,,,,,,,,,botetourt county,"botetourt county,VA",05000US51023
Campbell County Sheriff Office,VA,12,,60.0,2,13.0,8,37,768.0,163,568.0,37.0,,,,,,,,,,campbell county,"campbell county,VA",05000US51031
Caroline County Sheriff Office,VA,12,,33.0,1,8.0,7,17,382.0,87,284.0,11.0,,,,,,,,,,caroline county,"caroline county,VA",05000US51033
Carroll County Sheriff Office,VA,12,,19.0,0,4.0,1,14,383.0,82,279.0,22.0,,,,,,,,,,carroll county,"carroll county,VA",05000US51035
Charlottesville Police Dept,VA,12,43991.0,198.0,2,17.0,50,129,1502.0,162,1246.0,94.0,450.1,4.5,38.6,113.7,293.2,3414.3,368.3,2832.4,213.7,charlottesville,"charlottesville,VA",05000US51540
Chesapeake Police Dept,VA,12,227531.0,839.0,12,36.0,202,589,6292.0,1034,4979.0,279.0,368.7,5.3,15.8,88.8,258.9,2765.3,454.4,2188.3,122.6,chesapeake,"chesapeake,VA",05000US51550
Chesterfield County Police Department,VA,12,,394.0,10,52.0,149,183,6869.0,1669,4914.0,286.0,,,,,,,,,,chesterfield county,"chesterfield county,VA",05000US51041
Culpeper County Sheriff Office,VA,12,,25.0,0,5.0,1,19,308.0,67,216.0,25.0,,,,,,,,,,culpeper county,"culpeper county,VA",05000US51047
Danville Police Dept,VA,12,43324.0,135.0,3,15.0,54,63,1944.0,422,1477.0,45.0,311.6,6.9,34.6,124.6,145.4,4487.1,974.1,3409.2,103.9,danville,"danville,VA",05000US51590
Dinwiddie County Sheriff Department,VA,12,,49.0,2,7.0,6,34,421.0,111,278.0,32.0,,,,,,,,,,dinwiddie county,"dinwiddie county,VA",05000US51053
Fairfax County Police Department,VA,12,,848.0,15,107.0,343,383,14501.0,1059,12643.0,799.0,,,,,,,,,,fairfax county,"fairfax county,VA",05000US51059
Fauquier County Sheriff Office,VA,12,,30.0,2,8.0,4,16,558.0,100,420.0,38.0,,,,,,,,,,fauquier county,"fauquier county,VA",05000US51061
Fluvanna County Sheriff Department,VA,12,,16.0,0,3.0,0,13,205.0,56,142.0,7.0,,,,,,,,,,fluvanna county,"fluvanna county,VA",05000US51065
Franklin County Sheriff Office,VA,12,,37.0,0,6.0,3,28,598.0,131,428.0,39.0,,,,,,,,,,franklin county,"franklin county,VA",05000US51067
Frederick County Sheriff Office,VA,12,,82.0,2,26.0,11,43,1563.0,293,1180.0,90.0,,,,,,,,,,frederick county,"frederick county,VA",05000US51069
Fredericksburg Police Dept,VA,12,25974.0,108.0,2,1.0,19,86,1022.0,87,914.0,21.0,415.8,7.7,3.9,73.2,331.1,3934.7,335.0,3518.9,80.9,fredericksburg,"fredericksburg,VA",05000US51630
Gloucester County Sheriff Office,VA,12,,32.0,2,8.0,6,16,664.0,103,550.0,11.0,,,,,,,,,,gloucester county,"gloucester county,VA",05000US51073
Halifax County Sheriff Department,VA,12,,30.0,0,3.0,3,24,470.0,147,301.0,22.0,,,,,,,,,,halifax county,"halifax county,VA",05000US51083
Hampton Police Dept,VA,12,137905.0,314.0,9,16.0,146,143,4657.0,758,3637.0,262.0,227.7,6.5,11.6,105.9,103.7,3377.0,549.7,2637.3,190.0,hampton,"hampton,VA",05000US51650
Hanover,VA,12,,83.0,5,6.0,17,55,975.0,99,827.0,49.0,,,,,,,,,,hanover,"hanover,VA",05000US51085
Harrisonburg Police Dept,VA,12,50524.0,110.0,1,14.0,25,70,1067.0,152,888.0,27.0,217.7,2.0,27.7,49.5,138.5,2111.9,300.8,1757.6,53.4,harrisonburg,"harrisonburg,VA",05000US51660
Henrico County Police Dept,VA,12,,545.0,14,20.0,225,286,7730.0,1173,6180.0,377.0,,,,,,,,,,henrico county,"henrico county,VA",05000US51087
Henry County Sheriff Office,VA,12,,187.0,5,8.0,27,147,1259.0,378,809.0,72.0,,,,,,,,,,henry county,"henry county,VA",05000US51089
Hopewell Police Dept,VA,12,22829.0,91.0,2,3.0,32,54,878.0,209,615.0,54.0,398.6,8.8,13.1,140.2,236.5,3846.0,915.5,2693.9,236.5,hopewell,"hopewell,VA",05000US51670
James City County Police Department,VA,12,,71.0,1,14.0,14,42,952.0,150,786.0,16.0,,,,,,,,,,james city county,"james city county,VA",05000US51095
Loudoun County Sheriff Office,VA,12,,216.0,1,48.0,34,133,2906.0,297,2483.0,126.0,,,,,,,,,,loudoun county,"loudoun county,VA",05000US51107
Louisa County Sheriff Office,VA,12,,39.0,1,7.0,1,30,423.0,71,325.0,27.0,,,,,,,,,,louisa county,"louisa county,VA",05000US51109
Lynchburg Police Dept,VA,12,77347.0,267.0,3,34.0,46,184,2093.0,365,1659.0,69.0,345.2,3.9,44.0,59.5,237.9,2706.0,471.9,2144.9,89.2,lynchburg,"lynchburg,VA",05000US51680
Montgomery County Sheriff Office,VA,12,,35.0,0,6.0,1,28,479.0,146,311.0,22.0,,,,,,,,,,montgomery county,"montgomery county,VA",05000US51121
Newport News Police Dept,VA,12,181591.0,754.0,20,50.0,271,413,5722.0,1029,4431.0,262.0,415.2,11.0,27.5,149.2,227.4,3151.0,566.7,2440.1,144.3,newport news,"newport news,VA",05000US51700
Norfolk Police Dept,VA,12,245303.0,1332.0,34,75.0,491,732,11391.0,2261,8403.0,727.0,543.0,13.9,30.6,200.2,298.4,4643.6,921.7,3425.6,296.4,norfolk,"norfolk,VA",05000US51710
Orange County Sheriff Office,VA,12,,23.0,1,5.0,2,15,227.0,41,179.0,7.0,,,,,,,,,,orange county,"orange county,VA",05000US51137
Petersburg Police Dept,VA,12,32682.0,172.0,5,7.0,56,104,1311.0,391,820.0,100.0,526.3,15.3,21.4,171.3,318.2,4011.4,1196.4,2509.0,306.0,petersburg,"petersburg,VA",05000US51730
Pittsylvania County Sheriff Office,VA,12,,30.0,1,6.0,8,15,574.0,205,339.0,30.0,,,,,,,,,,pittsylvania county,"pittsylvania county,VA",05000US51143
Portsmouth Police Dept,VA,12,96739.0,461.0,11,41.0,182,227,4821.0,1218,3392.0,211.0,476.5,11.4,42.4,188.1,234.7,4983.5,1259.1,3506.3,218.1,portsmouth,"portsmouth,VA",05000US51740
Powhatan County Sheriff Office,VA,12,,8.0,0,1.0,2,5,236.0,67,161.0,8.0,,,,,,,,,,powhatan county,"powhatan county,VA",05000US51145
Prince George County Police Department,VA,12,,32.0,0,5.0,8,19,459.0,83,324.0,52.0,,,,,,,,,,prince george county,"prince george county,VA",05000US51149
Prince William County Police Department,VA,12,,627.0,2,44.0,214,367,6809.0,927,5520.0,362.0,,,,,,,,,,prince william county,"prince william county,VA",05000US51153
Roanoke County Police Department,VA,12,,107.0,2,17.0,12,76,1267.0,292,927.0,48.0,,,,,,,,,,roanoke county,"roanoke county,VA",05000US51161
Rockingham County Sheriff Department,VA,12,,52.0,0,11.0,4,37,384.0,131,235.0,18.0,,,,,,,,,,rockingham county,"rockingham county,VA",05000US51165
Salem Police Dept,VA,12,25236.0,8.0,0,0.0,5,3,578.0,75,476.0,27.0,31.7,0.0,0.0,19.8,11.9,2290.4,297.2,1886.2,107.0,salem,"salem,VA",05000US51775
Spotsylvania County Sheriff Office,VA,12,,265.0,2,36.0,61,166,2326.0,236,1934.0,156.0,,,,,,,,,,spotsylvania county,"spotsylvania county,VA",05000US51177
Stafford County Sheriff Office,VA,12,,195.0,2,23.0,40,130,2264.0,228,1931.0,105.0,,,,,,,,,,stafford county,"stafford county,VA",05000US51179
Staunton Police Dept,VA,12,24031.0,42.0,0,8.0,11,23,527.0,62,456.0,9.0,174.8,0.0,33.3,45.8,95.7,2193.0,258.0,1897.5,37.5,staunton,"staunton,VA",05000US51790
Suffolk Police Dept,VA,12,85866.0,271.0,2,28.0,52,189,2257.0,354,1810.0,93.0,315.6,2.3,32.6,60.6,220.1,2628.5,412.3,2107.9,108.3,suffolk,"suffolk,VA",05000US51800
Tazewell County Sheriff Office,VA,12,,39.0,0,10.0,3,26,589.0,158,405.0,26.0,,,,,,,,,,tazewell county,"tazewell county,VA",05000US51185
Virginia Beach Police Dept,VA,12,447588.0,758.0,21,58.0,326,353,11717.0,1573,9662.0,482.0,169.4,4.7,13.0,72.8,78.9,2617.8,351.4,2158.7,107.7,virginia beach,"virginia beach,VA",05000US51810
Washington County Sheriff Office,VA,12,,40.0,0,12.0,1,27,929.0,203,670.0,56.0,,,,,,,,,,washington county,"washington county,VA",05000US51191
Waynesboro Police Dept,VA,12,21546.0,70.0,0,11.0,9,50,744.0,88,617.0,39.0,324.9,0.0,51.1,41.8,232.1,3453.1,408.4,2863.6,181.0,waynesboro,"waynesboro,VA",05000US51820
Winchester Police Dept,VA,12,26880.0,59.0,0,9.0,17,33,1194.0,161,1004.0,29.0,219.5,0.0,33.5,63.2,122.8,4442.0,599.0,3735.1,107.9,winchester,"winchester,VA",05000US51840
Wise County Sheriff Office,VA,12,,34.0,4,6.0,6,18,409.0,140,246.0,23.0,,,,,,,,,,wise county,"wise county,VA",05000US51195
York County Sheriff Office,VA,12,,83.0,0,2.0,16,65,1337.0,127,1184.0,26.0,,,,,,,,,,york county,"york county,VA",05000US51199
Benton County Sheriff Office,WA,12,,67.0,0,8.0,5,54,527.0,159,332.0,36.0,,,,,,,,,,benton county,"benton county,WA",05000US53005
Chelan County Sheriff Office,WA,12,,37.0,1,6.0,6,24,620.0,194,397.0,29.0,,,,,,,,,,chelan county,"chelan county,WA",05000US53007
Clallam County Sheriff Office,WA,12,,72.0,4,9.0,11,48,880.0,302,543.0,35.0,,,,,,,,,,clallam county,"clallam county,WA",05000US53009
Clark County Sheriff Department,WA,12,,283.0,2,46.0,51,184,3987.0,1155,2297.0,535.0,,,,,,,,,,clark county,"clark county,WA",05000US53011
Cowlitz County Sheriff Office,WA,12,,84.0,3,35.0,1,45,537.0,186,309.0,42.0,,,,,,,,,,cowlitz county,"cowlitz county,WA",05000US53015
Douglas County Sheriff Department,WA,12,,20.0,0,4.0,3,13,464.0,184,257.0,23.0,,,,,,,,,,douglas county,"douglas county,WA",05000US53017
Grant County Sheriff Office,WA,12,,109.0,3,19.0,13,74,1266.0,357,787.0,122.0,,,,,,,,,,grant county,"grant county,WA",05000US53025
Grays Harbor County Sheriff Department,WA,11,,33.0,1,2.0,5,25,289.0,124,148.0,17.0,,,,,,,,,,grays harbor county,"grays harbor county,WA",05000US53027
Island County Sheriff Office,WA,12,,72.0,1,15.0,2,54,778.0,326,421.0,31.0,,,,,,,,,,island county,"island county,WA",05000US53029
King County Sheriff Office,WA,12,,405.0,7,64.0,127,207,5555.0,2436,2525.0,594.0,,,,,,,,,,king county,"king county,WA",05000US53033
Kitsap County Sheriff Office,WA,12,,338.0,2,54.0,47,235,4317.0,1287,2711.0,319.0,,,,,,,,,,kitsap county,"kitsap county,WA",05000US53035
Lewis County Sheriff Office,WA,12,,47.0,1,5.0,1,40,696.0,296,354.0,46.0,,,,,,,,,,lewis county,"lewis county,WA",05000US53041
Mason County Sheriff Department,WA,12,,102.0,4,10.0,11,77,1687.0,718,782.0,187.0,,,,,,,,,,mason county,"mason county,WA",05000US53045
Mountlake Terrace City Police Dept,WA,12,20363.0,43.0,0,8.0,11,24,558.0,136,371.0,51.0,211.2,0.0,39.3,54.0,117.9,2740.3,667.9,1821.9,250.5,mountlake terrace city,"mountlake terrace city,WA",16000US5347490
Okanogan County Sheriff Office,WA,12,,43.0,0,6.0,3,34,418.0,173,207.0,38.0,,,,,,,,,,okanogan county,"okanogan county,WA",05000US53047
Pierce County Sheriff Department,WA,12,,1000.0,17,102.0,198,683,9990.0,3663,5233.0,1094.0,,,,,,,,,,pierce county,"pierce county,WA",05000US53053
Pullman City Police Dept,WA,12,30206.0,29.0,0,5.0,3,21,230.0,60,166.0,4.0,96.0,0.0,16.6,9.9,69.5,761.4,198.6,549.6,13.2,pullman city,"pullman city,WA",16000US5356625
Skagit County Sheriff Department,WA,12,,95.0,1,12.0,8,74,1382.0,538,774.0,70.0,,,,,,,,,,skagit county,"skagit county,WA",05000US53057
Snohomish County Sheriff Office,WA,4,,149.0,2,17.0,27,103,1830.0,707,913.0,210.0,,,,,,,,,,snohomish county,"snohomish county,WA",05000US53061
Spokane County Sheriff Department,WA,12,,147.0,4,19.0,36,88,3985.0,1248,2407.0,330.0,,,,,,,,,,spokane county,"spokane county,WA",05000US53063
Spokane Police Dept,WA,12,212163.0,1369.0,13,81.0,537,738,18522.0,3827,12600.0,2095.0,645.3,6.1,38.2,253.1,347.8,8730.1,1803.8,5938.8,987.4,spokane,"spokane,WA",16000US5367167
Stevens County Sheriff Department,WA,12,,26.0,0,4.0,0,22,610.0,268,292.0,50.0,,,,,,,,,,stevens county,"stevens county,WA",05000US53065
Thurston County Sheriff Department,WA,12,,258.0,1,30.0,24,203,2832.0,1174,1457.0,201.0,,,,,,,,,,thurston county,"thurston county,WA",05000US53067
Whatcom County Sheriff Department,WA,12,,158.0,1,35.0,7,115,1130.0,412,648.0,70.0,,,,,,,,,,whatcom county,"whatcom county,WA",05000US53073
Berkeley County Sheriff Department,WV,12,,81.0,1,10.0,23,47,1322.0,363,905.0,54.0,,,,,,,,,,berkeley county,"berkeley county,WV",05000US54003
Cabell County Sheriff Department,WV,12,,45.0,0,4.0,13,28,794.0,229,517.0,48.0,,,,,,,,,,cabell county,"cabell county,WV",05000US54011
Fayette County Sheriff Department,WV,12,,71.0,5,2.0,13,51,472.0,201,237.0,34.0,,,,,,,,,,fayette county,"fayette county,WV",05000US54019
Greenbrier County Sheriff Office,WV,12,,6.0,0,2.0,0,4,94.0,23,63.0,8.0,,,,,,,,,,greenbrier county,"greenbrier county,WV",05000US54025
Harrison County Sheriff Department,WV,12,,46.0,0,0.0,2,44,313.0,94,197.0,22.0,,,,,,,,,,harrison county,"harrison county,WV",05000US54033
Huntington City Police Dept,WV,12,49254.0,251.0,2,30.0,132,87,2944.0,1022,1783.0,139.0,509.6,4.1,60.9,268.0,176.6,5977.2,2075.0,3620.0,282.2,huntington city,"huntington city,WV",16000US5439460
Jefferson County Sheriff Department,WV,12,,28.0,0,0.0,5,23,390.0,22,361.0,7.0,,,,,,,,,,jefferson county,"jefferson county,WV",05000US54037
Kanawha County Sheriff Department,WV,10,,158.0,8,5.0,13,132,1181.0,439,650.0,92.0,,,,,,,,,,kanawha county,"kanawha county,WV",05000US54039
Logan County Sheriff Office,WV,12,,43.0,3,1.0,0,39,39.0,10,23.0,6.0,,,,,,,,,,logan county,"logan county,WV",05000US54045
Marion County Sheriff Office,WV,10,,12.0,0,0.0,0,12,10.0,1,8.0,1.0,,,,,,,,,,marion county,"marion county,WV",05000US54049
Mercer County Sheriff Department,WV,12,,60.0,1,2.0,9,48,488.0,241,204.0,43.0,,,,,,,,,,mercer county,"mercer county,WV",05000US54055
Monongalia County Sheriff Department,WV,11,,88.0,0,5.0,5,78,299.0,50,237.0,12.0,,,,,,,,,,monongalia county,"monongalia county,WV",05000US54061
Preston County Sheriff Office,WV,12,,53.0,0,3.0,1,49,161.0,48,100.0,13.0,,,,,,,,,,preston county,"preston county,WV",05000US54077
Putnam County Sheriff Office,WV,12,,158.0,0,4.0,4,150,423.0,116,289.0,18.0,,,,,,,,,,putnam county,"putnam county,WV",05000US54079
Raleigh County Sheriff Department,WV,12,,144.0,3,15.0,42,84,1215.0,573,569.0,73.0,,,,,,,,,,raleigh county,"raleigh county,WV",05000US54081
Wayne County Sheriff Department,WV,12,,42.0,0,3.0,2,37,150.0,61,82.0,7.0,,,,,,,,,,wayne county,"wayne county,WV",05000US54099
