Agency,State,Months,Population,Violent crime total,Murder and nonnegligent Manslaughter,Forcible rape,Robbery,Aggravated assault,Property crime total,Burglary,Larceny-theft,Motor vehicle theft,Violent Crime rate,Murder and nonnegligent manslaughter rate,Forcible rape rate,Robbery rate,Aggravated assault rate,Property crime rate,Burglary rate,Larceny-theft rate,Motor vehicle theft rate,0,full_name,gid
Garden Police Dept,ID,12,11293.0,57.0,1,11.0,3,42,476.0,89,370.0,17.0,504.7,8.9,97.4,26.6,371.9,4215.0,788.1,3276.4,150.5,garden,"garden,ID",
Idaho Falls Police Dept,ID,12,58037.0,139.0,0,26.0,13,100,1705.0,276,1361.0,68.0,239.5,0.0,44.8,22.4,172.3,2937.8,475.6,2345.1,117.2,idaho falls,"idaho falls,ID",04001US16
Jerome Police Dept,ID,12,11115.0,45.0,0,7.0,6,32,197.0,67,118.0,12.0,404.9,0.0,63.0,54.0,287.9,1772.4,602.8,1061.6,108.0,jerome,"jerome,ID",05000US16053
Kootenai County Sheriff Department,ID,12,,88.0,1,18.0,3,66,1409.0,472,871.0,66.0,,,,,,,,,,kootenai county,"kootenai county,ID",05000US16055
Lewiston Police Dept,ID,12,32337.0,55.0,0,7.0,10,38,1280.0,289,934.0,57.0,170.1,0.0,21.6,30.9,117.5,3958.3,893.7,2888.3,176.3,lewiston,"lewiston,ID",04001US16
Meridian Police Dept,ID,12,77270.0,92.0,0,13.0,9,70,1230.0,220,990.0,20.0,119.1,0.0,16.8,11.6,90.6,1591.8,284.7,1281.2,25.9,meridian,"meridian,ID",04001US16
Moscow Police Dept,ID,12,24243.0,32.0,0,3.0,4,25,671.0,91,558.0,22.0,132.0,0.0,12.4,16.5,103.1,2767.8,375.4,2301.7,90.7,moscow,"moscow,ID",04001US16
Mountain Home Police Dept,ID,12,13935.0,53.0,0,7.0,3,43,218.0,35,178.0,5.0,380.3,0.0,50.2,21.5,308.6,1564.4,251.2,1277.4,35.9,mountain home,"mountain home,ID",
Nampa Police Dept,ID,12,83316.0,203.0,2,44.0,20,137,2180.0,510,1590.0,80.0,243.7,2.4,52.8,24.0,164.4,2616.5,612.1,1908.4,96.0,nampa,"nampa,ID",04001US16
Pocatello Police Dept,ID,12,55182.0,141.0,1,10.0,22,108,1502.0,262,1192.0,48.0,255.5,1.8,18.1,39.9,195.7,2721.9,474.8,2160.1,87.0,pocatello,"pocatello,ID",04001US16
Post Falls Police Dept,ID,12,28294.0,52.0,0,6.0,4,42,964.0,205,718.0,41.0,183.8,0.0,21.2,14.1,148.4,3407.1,724.5,2537.6,144.9,post falls,"post falls,ID",04001US16
Rexburg Police Dept,ID,12,25879.0,9.0,0,2.0,1,6,216.0,21,191.0,4.0,34.8,0.0,7.7,3.9,23.2,834.7,81.1,738.1,15.5,rexburg,"rexburg,ID",04001US16
Twin Falls Police Deparment,ID,12,44866.0,169.0,0,20.0,17,132,1264.0,207,1001.0,56.0,376.7,0.0,44.6,37.9,294.2,2817.3,461.4,2231.1,124.8,twin falls police deparment,"twin falls police deparment,ID",04001US16
Addison Police Dept,IL,12,37215.0,74.0,0,14.0,18,42,722.0,117,574.0,31.0,198.8,0.0,37.6,48.4,112.9,1940.1,314.4,1542.4,83.3,addison,"addison,IL",04000US17
Algonquin Police Dept,IL,12,30159.0,29.0,0,4.0,7,18,502.0,56,435.0,11.0,96.2,0.0,13.3,23.2,59.7,1664.5,185.7,1442.4,36.5,algonquin,"algonquin,IL",04000US17
Alsip Police Dept,IL,12,19371.0,36.0,0,6.0,15,15,712.0,158,502.0,52.0,185.8,0.0,31.0,77.4,77.4,3675.6,815.7,2591.5,268.4,alsip,"alsip,IL",04000US17
Alton Police Dept,IL,12,27794.0,125.0,3,14.0,40,68,1230.0,326,861.0,43.0,449.7,10.8,50.4,143.9,244.7,4425.4,1172.9,3097.8,154.7,alton,"alton,IL",04000US17
Antioch Police Dept,IL,12,14495.0,15.0,0,0.0,4,11,212.0,22,189.0,1.0,103.5,0.0,0.0,27.6,75.9,1462.6,151.8,1303.9,6.9,antioch,"antioch,IL",04000US17
Arlington Heights Police Dept,IL,12,75463.0,41.0,1,7.0,8,25,978.0,140,821.0,17.0,54.3,1.3,9.3,10.6,33.1,1296.0,185.5,1088.0,22.5,arlington heights,"arlington heights,IL",04000US17
Aurora Police Dept,IL,12,199765.0,563.0,0,65.0,125,373,3565.0,944,2495.0,126.0,281.8,0.0,32.5,62.6,186.7,1784.6,472.6,1249.0,63.1,aurora,"aurora,IL",04000US17
Barrington Police Dept,IL,12,10376.0,1.0,0,1.0,0,0,147.0,18,125.0,4.0,9.6,0.0,9.6,0.0,0.0,1416.7,173.5,1204.7,38.6,barrington,"barrington,IL",
Bartlett Police Dept,IL,12,41477.0,31.0,0,4.0,9,18,317.0,29,278.0,10.0,74.7,0.0,9.6,21.7,43.4,764.3,69.9,670.3,24.1,bartlett,"bartlett,IL",04000US17
Batavia Police Dept,IL,12,26310.0,33.0,1,6.0,6,20,479.0,61,410.0,8.0,125.4,3.8,22.8,22.8,76.0,1820.6,231.9,1558.3,30.4,batavia,"batavia,IL",04000US17
Belleville Police Dept,IL,4,44536.0,63.0,0,15.0,8,40,540.0,133,384.0,23.0,,,,,,,,,,belleville,"belleville,IL",04000US17
Bellwood Police Dept,IL,12,19165.0,138.0,2,9.0,53,74,655.0,164,428.0,63.0,720.1,10.4,47.0,276.5,386.1,3417.7,855.7,2233.2,328.7,bellwood,"bellwood,IL",04000US17
Bensenville Police Dept,IL,10,18487.0,22.0,0,3.0,13,6,257.0,58,175.0,24.0,,,,,,,,,,bensenville,"bensenville,IL",04000US17
Berwyn Police Dept,IL,12,56933.0,113.0,1,20.0,44,48,1431.0,435,892.0,104.0,198.5,1.8,35.1,77.3,84.3,2513.5,764.1,1566.8,182.7,berwyn,"berwyn,IL",04000US17
Bloomingdale Police Dept,IL,12,22177.0,13.0,0,3.0,6,4,656.0,46,601.0,9.0,58.6,0.0,13.5,27.1,18.0,2958.0,207.4,2710.0,40.6,bloomingdale,"bloomingdale,IL",04000US17
Bloomington Police Dept,IL,12,77107.0,372.0,1,42.0,45,284,1797.0,357,1396.0,44.0,482.4,1.3,54.5,58.4,368.3,2330.5,463.0,1810.5,57.1,bloomington,"bloomington,IL",04000US17
Blue Island Police Dept,IL,12,23820.0,89.0,3,2.0,51,33,535.0,161,285.0,89.0,373.6,12.6,8.4,214.1,138.5,2246.0,675.9,1196.5,373.6,blue island,"blue island,IL",04000US17
Bolingbrook Police Dept,IL,12,73836.0,180.0,1,16.0,50,113,1139.0,162,940.0,37.0,243.8,1.4,21.7,67.7,153.0,1542.6,219.4,1273.1,50.1,bolingbrook,"bolingbrook,IL",04000US17
Bourbonnais Police Dept,IL,6,18678.0,10.0,0,2.0,0,8,199.0,22,174.0,3.0,,,,,,,,,,bourbonnais,"bourbonnais,IL",04000US17
Bradley Police Dept,IL,12,15939.0,54.0,0,8.0,6,40,746.0,71,663.0,12.0,338.8,0.0,50.2,37.6,251.0,4680.3,445.4,4159.6,75.3,bradley,"bradley,IL",04000US17
Bridgeview Police Dept,IL,12,16527.0,43.0,0,3.0,12,28,529.0,43,452.0,34.0,260.2,0.0,18.2,72.6,169.4,3200.8,260.2,2734.9,205.7,bridgeview,"bridgeview,IL",04000US17
Brookfield Police Dept,IL,12,19070.0,29.0,0,8.0,8,13,313.0,57,248.0,8.0,152.1,0.0,42.0,42.0,68.2,1641.3,298.9,1300.5,42.0,brookfield,"brookfield,IL",04000US17
Buffalo Grove Police Dept,IL,12,41687.0,5.0,0,0.0,3,2,372.0,37,333.0,2.0,12.0,0.0,0.0,7.2,4.8,892.4,88.8,798.8,4.8,buffalo grove,"buffalo grove,IL",04000US17
Burbank Police Dept,IL,12,29065.0,52.0,1,4.0,18,29,575.0,74,466.0,35.0,178.9,3.4,13.8,61.9,99.8,1978.3,254.6,1603.3,120.4,burbank,"burbank,IL",04000US17
Burr Ridge Police Dept,IL,12,10629.0,2.0,0,1.0,0,1,155.0,18,133.0,4.0,18.8,0.0,9.4,0.0,9.4,1458.3,169.3,1251.3,37.6,burr ridge,"burr ridge,IL",04000US17
Cahokia Police Dept,IL,12,15258.0,73.0,4,6.0,30,33,756.0,222,534.0,0.0,478.4,26.2,39.3,196.6,216.3,4954.8,1455.0,3499.8,0.0,cahokia,"cahokia,IL",04000US17
Canton Police Dept,IL,12,14673.0,44.0,0,11.0,5,28,357.0,67,281.0,9.0,299.9,0.0,75.0,34.1,190.8,2433.0,456.6,1915.1,61.3,canton,"canton,IL",04000US17
Carbondale Police Dept,IL,12,25972.0,260.0,0,29.0,36,195,1092.0,246,798.0,48.0,1001.1,0.0,111.7,138.6,750.8,4204.5,947.2,3072.5,184.8,carbondale,"carbondale,IL",04000US17
Carol Stream Police Dept,IL,12,40008.0,36.0,0,3.0,6,27,480.0,70,395.0,15.0,90.0,0.0,7.5,15.0,67.5,1199.8,175.0,987.3,37.5,carol stream,"carol stream,IL",04000US17
Carpentersville Police Dept,IL,12,38080.0,31.0,1,2.0,11,17,533.0,136,390.0,7.0,81.4,2.6,5.3,28.9,44.6,1399.7,357.1,1024.2,18.4,carpentersville,"carpentersville,IL",04000US17
Cary Police Dept,IL,12,18290.0,8.0,0,0.0,1,7,216.0,25,188.0,3.0,43.7,0.0,0.0,5.5,38.3,1181.0,136.7,1027.9,16.4,cary,"cary,IL",04000US17
Centralia Police Dept,IL,9,13027.0,74.0,0,8.0,11,55,569.0,126,425.0,18.0,,,,,,,,,,centralia,"centralia,IL",04000US17
Champaign County Sheriff Office,IL,12,,100.0,1,27.0,5,67,715.0,238,460.0,17.0,,,,,,,,,,champaign county,"champaign county,IL",05000US17019
Champaign Police Dept,IL,12,81329.0,741.0,3,51.0,135,552,2700.0,722,1897.0,81.0,911.1,3.7,62.7,166.0,678.7,3319.8,887.8,2332.5,99.6,champaign,"champaign,IL",05000US17019
Channahon Police Dept,IL,12,12625.0,2.0,0,0.0,0,2,88.0,9,75.0,4.0,15.8,0.0,0.0,0.0,15.8,697.0,71.3,594.1,31.7,channahon,"channahon,IL",04000US17
Charleston Police Dept,IL,12,21862.0,50.0,0,7.0,3,40,127.0,35,86.0,6.0,228.7,0.0,32.0,13.7,183.0,580.9,160.1,393.4,27.4,charleston,"charleston,IL",04000US17
Chatham Police Dept,IL,10,11619.0,2.0,0,0.0,1,1,56.0,9,45.0,2.0,,,,,,,,,,chatham,"chatham,IL",04000US17
Chicago Police Dept,IL,12,2708382.0,,500,,13476,12272,112466.0,22748,72717.0,17001.0,,18.5,,497.6,453.1,4152.5,839.9,2684.9,627.7,chicago,"chicago,IL",16000US1714026
Chicago Heights Police Dept,IL,12,30422.0,252.0,3,26.0,115,108,1099.0,480,531.0,88.0,828.3,9.9,85.5,378.0,355.0,3612.5,1577.8,1745.4,289.3,chicago heights,"chicago heights,IL",04000US17
Chicago Ridge Police Dept,IL,12,14373.0,29.0,1,5.0,8,15,617.0,50,531.0,36.0,201.8,7.0,34.8,55.7,104.4,4292.8,347.9,3694.4,250.5,chicago ridge,"chicago ridge,IL",04000US17
Cicero Police Dept,IL,12,84300.0,379.0,5,18.0,183,173,2221.0,711,1225.0,285.0,449.6,5.9,21.4,217.1,205.2,2634.6,843.4,1453.1,338.1,cicero,"cicero,IL",04000US17
Collinsville Police Dept,IL,12,25525.0,41.0,1,8.0,10,22,758.0,162,580.0,16.0,160.6,3.9,31.3,39.2,86.2,2969.6,634.7,2272.3,62.7,collinsville,"collinsville,IL",04000US17
Cook County Sheriff Department,IL,12,,267.0,1,27.0,40,199,1166.0,384,684.0,98.0,,,,,,,,,,cook county,"cook county,IL",05000US17031
Country Club Hills Police Dept,IL,12,16623.0,62.0,1,14.0,26,21,472.0,102,351.0,19.0,373.0,6.0,84.2,156.4,126.3,2839.4,613.6,2111.5,114.3,country club hills,"country club hills,IL",04000US17
Crest Hill Police Dept,IL,12,20953.0,33.0,1,1.0,9,22,378.0,90,257.0,31.0,157.5,4.8,4.8,43.0,105.0,1804.0,429.5,1226.6,148.0,crest hill,"crest hill,IL",04000US17
Crestwood Police Dept,IL,12,11002.0,16.0,0,4.0,7,5,548.0,31,493.0,24.0,145.4,0.0,36.4,63.6,45.4,4980.9,281.8,4481.0,218.1,crestwood,"crestwood,IL",04000US17
Crystal Lake Police Dept,IL,12,40785.0,62.0,0,7.0,10,45,804.0,61,727.0,16.0,152.0,0.0,17.2,24.5,110.3,1971.3,149.6,1782.5,39.2,crystal lake,"crystal lake,IL",04000US17
Danville Police Dept,IL,12,32997.0,328.0,3,42.0,80,203,1980.0,659,1247.0,74.0,994.0,9.1,127.3,242.4,615.2,6000.5,1997.2,3779.1,224.3,danville,"danville,IL",04000US17
Darien Police Dept,IL,12,22251.0,13.0,1,1.0,4,7,311.0,67,233.0,11.0,58.4,4.5,4.5,18.0,31.5,1397.7,301.1,1047.1,49.4,darien,"darien,IL",04000US17
Dekalb Police Dept,IL,12,43722.0,196.0,0,34.0,28,134,1304.0,209,1071.0,24.0,448.3,0.0,77.8,64.0,306.5,2982.5,478.0,2449.6,54.9,dekalb,"dekalb,IL",05000US17037
Decatur Police Dept,IL,12,76131.0,352.0,6,26.0,106,214,2448.0,921,1445.0,82.0,462.4,7.9,34.2,139.2,281.1,3215.5,1209.8,1898.0,107.7,decatur,"decatur,IL",04000US17
Deerfield Police Dept,IL,12,18305.0,3.0,0,2.0,0,1,211.0,27,182.0,2.0,16.4,0.0,10.9,0.0,5.5,1152.7,147.5,994.3,10.9,deerfield,"deerfield,IL",04000US17
Des Plaines Police Dept,IL,12,58644.0,65.0,0,4.0,13,48,941.0,137,757.0,47.0,110.8,0.0,6.8,22.2,81.8,1604.6,233.6,1290.8,80.1,des plaines,"des plaines,IL",04000US17
Dixon Police Dept,IL,12,15518.0,17.0,0,8.0,2,7,372.0,63,303.0,6.0,109.6,0.0,51.6,12.9,45.1,2397.2,406.0,1952.6,38.7,dixon,"dixon,IL",04000US17
Dolton Police Dept,IL,12,23264.0,113.0,2,1.0,98,12,1426.0,330,972.0,124.0,485.7,8.6,4.3,421.3,51.6,6129.6,1418.5,4178.1,533.0,dolton,"dolton,IL",04000US17
Downers Grove Police Dept,IL,12,48185.0,29.0,0,4.0,12,13,994.0,157,819.0,18.0,60.2,0.0,8.3,24.9,27.0,2062.9,325.8,1699.7,37.4,downers grove,"downers grove,IL",04000US17
Dupage County Sheriff Department,IL,12,,73.0,0,3.0,16,54,1120.0,288,773.0,59.0,,,,,,,,,,dupage county,"dupage county,IL",05000US17043
East Moline Police,IL,12,21313.0,87.0,0,14.0,12,61,553.0,111,433.0,9.0,408.2,0.0,65.7,56.3,286.2,2594.7,520.8,2031.6,42.2,east moline police,"east moline police,IL",04000US17
East Peoria Police Dept,IL,12,23459.0,84.0,1,10.0,8,65,946.0,308,626.0,12.0,358.1,4.3,42.6,34.1,277.1,4032.6,1312.9,2668.5,51.2,east peoria,"east peoria,IL",04000US17
East St Louis Police Dept,IL,12,27040.0,1350.0,17,60.0,198,1075,1827.0,869,569.0,389.0,4992.6,62.9,221.9,732.2,3975.6,6756.7,3213.8,2104.3,1438.6,east st louis,"east st louis,IL",04000US17
Edwardsville Police Dept,IL,12,24231.0,20.0,0,1.0,5,14,438.0,55,372.0,11.0,82.5,0.0,4.1,20.6,57.8,1807.6,227.0,1535.2,45.4,edwardsville,"edwardsville,IL",04000US17
Effingham Police Dept,IL,12,12345.0,25.0,0,8.0,2,15,420.0,48,358.0,14.0,202.5,0.0,64.8,16.2,121.5,3402.2,388.8,2900.0,113.4,effingham,"effingham,IL",05000US17049
Elgin Police Dept,IL,12,109155.0,257.0,2,67.0,76,112,1982.0,357,1546.0,79.0,235.4,1.8,61.4,69.6,102.6,1815.8,327.1,1416.3,72.4,elgin,"elgin,IL",04000US17
Elk Grove Village Police Dept,IL,12,33288.0,21.0,0,6.0,5,10,683.0,108,524.0,51.0,63.1,0.0,18.0,15.0,30.0,2051.8,324.4,1574.1,153.2,elk grove village,"elk grove village,IL",04000US17
Elmhurst Police Dept,IL,12,44460.0,32.0,0,5.0,16,11,622.0,112,483.0,27.0,72.0,0.0,11.2,36.0,24.7,1399.0,251.9,1086.4,60.7,elmhurst,"elmhurst,IL",04000US17
Elmwood Park Police Dept,IL,12,25005.0,29.0,0,0.0,9,20,448.0,78,323.0,47.0,116.0,0.0,0.0,36.0,80.0,1791.6,311.9,1291.7,188.0,elmwood park,"elmwood park,IL",04000US17
Evanston Police Dept,IL,12,74820.0,228.0,3,4.0,79,142,2054.0,421,1570.0,63.0,304.7,4.0,5.3,105.6,189.8,2745.3,562.7,2098.4,84.2,evanston,"evanston,IL",04000US17
Evergreen Park Police Dept,IL,12,19949.0,34.0,0,2.0,27,5,573.0,76,479.0,18.0,170.4,0.0,10.0,135.3,25.1,2872.3,381.0,2401.1,90.2,evergreen park,"evergreen park,IL",04000US17
Fairview Heights Police Dept,IL,12,17099.0,45.0,2,3.0,3,37,1030.0,78,924.0,28.0,263.2,11.7,17.5,17.5,216.4,6023.7,456.2,5403.8,163.8,fairview heights,"fairview heights,IL",04000US17
Forest Park Police Dept,IL,12,14235.0,53.0,0,2.0,27,24,739.0,86,608.0,45.0,372.3,0.0,14.0,189.7,168.6,5191.4,604.1,4271.2,316.1,forest park,"forest park,IL",04000US17
Fox Lake Police Dept,IL,12,10625.0,26.0,0,5.0,6,15,280.0,58,209.0,13.0,244.7,0.0,47.1,56.5,141.2,2635.3,545.9,1967.1,122.4,fox lake,"fox lake,IL",
Frankfort Police Dept,IL,12,17894.0,10.0,0,0.0,1,9,194.0,28,159.0,7.0,55.9,0.0,0.0,5.6,50.3,1084.2,156.5,888.6,39.1,frankfort,"frankfort,IL",
Franklin Park Police Dept,IL,12,18424.0,27.0,0,4.0,5,18,370.0,91,237.0,42.0,146.5,0.0,21.7,27.1,97.7,2008.3,493.9,1286.4,228.0,franklin park,"franklin park,IL",04000US17
Freeport Police Dept,IL,12,25571.0,37.0,2,5.0,14,16,940.0,221,712.0,7.0,144.7,7.8,19.6,54.7,62.6,3676.0,864.3,2784.4,27.4,freeport,"freeport,IL",04000US17
Galesburg Police Dept,IL,12,32208.0,123.0,2,18.0,14,89,1098.0,237,844.0,17.0,381.9,6.2,55.9,43.5,276.3,3409.1,735.8,2620.5,52.8,galesburg,"galesburg,IL",04000US17
Geneva Police Dept,IL,12,21717.0,2.0,0,0.0,0,2,266.0,40,223.0,3.0,9.2,0.0,0.0,0.0,9.2,1224.8,184.2,1026.8,13.8,geneva,"geneva,IL",04000US17
Glen Carbon Police Dept,IL,12,12899.0,8.0,0,1.0,1,6,73.0,12,57.0,4.0,62.0,0.0,7.8,7.8,46.5,565.9,93.0,441.9,31.0,glen carbon,"glen carbon,IL",04000US17
Glen Ellyn Police Dept,IL,12,27661.0,16.0,0,5.0,6,5,363.0,37,321.0,5.0,57.8,0.0,18.1,21.7,18.1,1312.3,133.8,1160.5,18.1,glen ellyn,"glen ellyn,IL",04000US17
Glendale Heights Police Dept,IL,12,34461.0,27.0,0,10.0,5,12,590.0,67,503.0,20.0,78.3,0.0,29.0,14.5,34.8,1712.1,194.4,1459.6,58.0,glendale heights,"glendale heights,IL",04000US17
Glenview Police Dept,IL,12,44909.0,39.0,0,9.0,7,23,479.0,115,354.0,10.0,86.8,0.0,20.0,15.6,51.2,1066.6,256.1,788.3,22.3,glenview,"glenview,IL",04000US17
Godfrey,IL,12,17960.0,22.0,0,4.0,5,13,272.0,37,230.0,5.0,122.5,0.0,22.3,27.8,72.4,1514.5,206.0,1280.6,27.8,godfrey,"godfrey,IL",04000US17
Granite City Police Dept,IL,12,29772.0,172.0,7,17.0,29,119,840.0,311,509.0,20.0,577.7,23.5,57.1,97.4,399.7,2821.4,1044.6,1709.7,67.2,granite city,"granite city,IL",04000US17
Grayslake Police Dept,IL,12,21052.0,32.0,0,9.0,8,15,410.0,67,338.0,5.0,152.0,0.0,42.8,38.0,71.3,1947.6,318.3,1605.5,23.8,grayslake,"grayslake,IL",04000US17
Gurnee Police Dept,IL,12,31439.0,27.0,0,5.0,8,14,1446.0,103,1312.0,31.0,85.9,0.0,15.9,25.4,44.5,4599.4,327.6,4173.2,98.6,gurnee,"gurnee,IL",04000US17
Hanover Park Police Dept,IL,12,38205.0,45.0,0,4.0,13,28,439.0,64,361.0,14.0,117.8,0.0,10.5,34.0,73.3,1149.1,167.5,944.9,36.6,hanover park,"hanover park,IL",04000US17
Harvey Police Dept,IL,12,25404.0,349.0,10,9.0,205,125,1483.0,597,666.0,220.0,1373.8,39.4,35.4,807.0,492.0,5837.7,2350.0,2621.6,866.0,harvey,"harvey,IL",04000US17
Hazel Crest Police Dept,IL,12,14169.0,58.0,2,6.0,35,15,581.0,185,349.0,47.0,409.3,14.1,42.3,247.0,105.9,4100.5,1305.7,2463.1,331.7,hazel crest,"hazel crest,IL",04000US17
Herrin Police Dept,IL,12,12576.0,161.0,0,0.0,3,158,425.0,213,201.0,11.0,1280.2,0.0,0.0,23.9,1256.4,3379.5,1693.7,1598.3,87.5,herrin,"herrin,IL",04000US17
Hickory Hills Police Dept,IL,12,14115.0,15.0,0,2.0,6,7,245.0,48,182.0,15.0,106.3,0.0,14.2,42.5,49.6,1735.7,340.1,1289.4,106.3,hickory hills,"hickory hills,IL",04000US17
City Of Highland Park Police Dept,IL,12,29896.0,36.0,0,13.0,2,21,362.0,35,319.0,8.0,120.4,0.0,43.5,6.7,70.2,1210.9,117.1,1067.0,26.8,city of highland park,"city of highland park,IL",04000US17
Hinsdale Police Dept,IL,12,16931.0,2.0,0,0.0,1,1,181.0,29,150.0,2.0,11.8,0.0,0.0,5.9,5.9,1069.0,171.3,885.9,11.8,hinsdale,"hinsdale,IL",04000US17
Hoffman Estates,IL,12,52148.0,66.0,0,13.0,26,27,710.0,129,560.0,21.0,126.6,0.0,24.9,49.9,51.8,1361.5,247.4,1073.9,40.3,hoffman estates,"hoffman estates,IL",04000US17
Homewood Police Dept,IL,12,19415.0,25.0,0,1.0,17,7,707.0,101,585.0,21.0,128.8,0.0,5.2,87.6,36.1,3641.5,520.2,3013.1,108.2,homewood,"homewood,IL",04000US17
Huntley Police Dept,IL,12,24369.0,6.0,1,0.0,1,4,214.0,33,181.0,0.0,24.6,4.1,0.0,4.1,16.4,878.2,135.4,742.7,0.0,huntley,"huntley,IL",04000US17
Jacksonville Police Dept,IL,12,19454.0,57.0,0,5.0,7,45,371.0,52,316.0,3.0,293.0,0.0,25.7,36.0,231.3,1907.1,267.3,1624.3,15.4,jacksonville,"jacksonville,IL",04000US17
Joliet,IL,12,148471.0,506.0,11,30.0,104,361,3835.0,954,2723.0,158.0,340.8,7.4,20.2,70.0,243.1,2583.0,642.5,1834.0,106.4,joliet,"joliet,IL",04000US17
Justice Police Dept,IL,12,12988.0,16.0,0,1.0,3,12,139.0,36,90.0,13.0,123.2,0.0,7.7,23.1,92.4,1070.2,277.2,692.9,100.1,justice,"justice,IL",04000US17
Kane County Sheriff Department,IL,12,,58.0,0,15.0,2,41,526.0,189,319.0,18.0,,,,,,,,,,kane county,"kane county,IL",05000US17089
Kankakee County Sheriff Department,IL,12,,47.0,1,8.0,4,34,474.0,169,278.0,27.0,,,,,,,,,,kankakee county,"kankakee county,IL",05000US17091
Kankakee Police Dept,IL,12,27609.0,237.0,6,26.0,71,134,1201.0,348,809.0,44.0,858.4,21.7,94.2,257.2,485.3,4350.0,1260.5,2930.2,159.4,kankakee,"kankakee,IL",05000US17091
Kendall County Sheriff Department,IL,12,,58.0,0,16.0,0,42,295.0,86,202.0,7.0,,,,,,,,,,kendall county,"kendall county,IL",05000US17093
Kewanee Police Dept,IL,12,12882.0,41.0,0,12.0,0,29,492.0,41,444.0,7.0,318.3,0.0,93.2,0.0,225.1,3819.3,318.3,3446.7,54.3,kewanee,"kewanee,IL",04000US17
La Grange Police Dept,IL,12,15624.0,14.0,0,3.0,2,9,165.0,27,135.0,3.0,89.6,0.0,19.2,12.8,57.6,1056.1,172.8,864.1,19.2,la grange,"la grange,IL",
Village Of La Grange Park Police Dept,IL,12,13642.0,4.0,1,1.0,0,2,107.0,1,98.0,8.0,29.3,7.3,7.3,0.0,14.7,784.3,7.3,718.4,58.6,village of la grange park,"village of la grange park,IL",04000US17
La Salle County Sheriff Department,IL,12,,30.0,0,11.0,3,16,416.0,147,253.0,16.0,,,,,,,,,,la salle county,"la salle county,IL",05000US17099
Lake County Sheriff Department,IL,12,,68.0,2,9.0,10,47,1760.0,451,1236.0,73.0,,,,,,,,,,lake county,"lake county,IL",05000US17097
Lake Forest Police Dept,IL,12,19457.0,14.0,0,0.0,0,14,41.0,10,29.0,2.0,72.0,0.0,0.0,0.0,72.0,210.7,51.4,149.0,10.3,lake forest,"lake forest,IL",04000US17
Lake Zurich Police Dept,IL,12,19718.0,8.0,0,0.0,1,7,282.0,28,253.0,1.0,40.6,0.0,0.0,5.1,35.5,1430.2,142.0,1283.1,5.1,lake zurich,"lake zurich,IL",04000US17
Lansing Police Dept,IL,12,28471.0,93.0,1,30.0,27,35,1332.0,238,1023.0,71.0,326.6,3.5,105.4,94.8,122.9,4678.4,835.9,3593.1,249.4,lansing,"lansing,IL",04000US17
Lemont Police Dept,IL,12,16083.0,14.0,0,2.0,1,11,236.0,24,206.0,6.0,87.0,0.0,12.4,6.2,68.4,1467.4,149.2,1280.9,37.3,lemont,"lemont,IL",04000US17
Libertyville Police Dept,IL,12,20405.0,5.0,0,0.0,0,5,313.0,49,259.0,5.0,24.5,0.0,0.0,0.0,24.5,1533.9,240.1,1269.3,24.5,libertyville,"libertyville,IL",04000US17
Lincoln Police Dept,IL,12,14426.0,58.0,0,8.0,7,43,417.0,103,310.0,4.0,402.1,0.0,55.5,48.5,298.1,2890.6,714.0,2148.9,27.7,lincoln,"lincoln,IL",04000US17
Lincolnwood Police Dept,IL,12,12652.0,11.0,0,2.0,4,5,745.0,69,659.0,17.0,86.9,0.0,15.8,31.6,39.5,5888.4,545.4,5208.7,134.4,lincolnwood,"lincolnwood,IL",04000US17
Lindenhurst Police Dept,IL,12,14529.0,6.0,0,1.0,1,4,88.0,13,72.0,3.0,41.3,0.0,6.9,6.9,27.5,605.7,89.5,495.6,20.6,lindenhurst,"lindenhurst,IL",04000US17
Lisle Police Dept,IL,12,22550.0,18.0,0,4.0,5,9,256.0,25,218.0,13.0,79.8,0.0,17.7,22.2,39.9,1135.3,110.9,966.7,57.6,lisle,"lisle,IL",04000US17
Lockport Police Dept,IL,12,24999.0,15.0,1,4.0,4,6,317.0,44,264.0,9.0,60.0,4.0,16.0,16.0,24.0,1268.1,176.0,1056.0,36.0,lockport,"lockport,IL",04000US17
Lombard Police Dept,IL,12,43482.0,54.0,1,2.0,18,33,1142.0,118,1008.0,16.0,124.2,2.3,4.6,41.4,75.9,2626.4,271.4,2318.2,36.8,lombard,"lombard,IL",04000US17
Loves Park Police Dept,IL,12,23915.0,55.0,0,14.0,7,34,811.0,131,655.0,25.0,230.0,0.0,58.5,29.3,142.2,3391.2,547.8,2738.9,104.5,loves park,"loves park,IL",04000US17
Lyons Police Dept,IL,12,10780.0,18.0,0,4.0,4,10,191.0,35,142.0,14.0,167.0,0.0,37.1,37.1,92.8,1771.8,324.7,1317.3,129.9,lyons,"lyons,IL",04000US17
Machesney Park,IL,12,23403.0,76.0,1,15.0,7,53,599.0,108,480.0,11.0,324.7,4.3,64.1,29.9,226.5,2559.5,461.5,2051.0,47.0,machesney park,"machesney park,IL",04000US17
Macomb Police Dept,IL,12,19289.0,48.0,0,9.0,2,37,418.0,66,344.0,8.0,248.8,0.0,46.7,10.4,191.8,2167.0,342.2,1783.4,41.5,macomb,"macomb,IL",04000US17
