Agency,State,Months,Population,Violent crime total,Murder and nonnegligent Manslaughter,Forcible rape,Robbery,Aggravated assault,Property crime total,Burglary,Larceny-theft,Motor vehicle theft,Violent Crime rate,Murder and nonnegligent manslaughter rate,Forcible rape rate,Robbery rate,Aggravated assault rate,Property crime rate,Burglary rate,Larceny-theft rate,Motor vehicle theft rate,0,full_name,gid
Baldwin Park Police Dept,CA,12,76644.0,261.0,2,5.0,73,181,1585.0,335,861.0,389.0,340.5,2.6,6.5,95.2,236.2,2068.0,437.1,1123.4,507.5,baldwin park,"baldwin park,CA",16000US0603666
Banning Police Dept,CA,12,30541.0,148.0,2,5.0,26,115,708.0,382,251.0,75.0,484.6,6.5,16.4,85.1,376.5,2318.2,1250.8,821.8,245.6,banning,"banning,CA",16000US0603820
Barstow Police Dept,CA,12,23188.0,207.0,0,17.0,45,145,843.0,265,394.0,184.0,892.7,0.0,73.3,194.1,625.3,3635.5,1142.8,1699.2,793.5,barstow,"barstow,CA",16000US0604030
Beaumont Police Dept,CA,12,38072.0,103.0,0,7.0,16,80,1342.0,192,1061.0,89.0,270.5,0.0,18.4,42.0,210.1,3524.9,504.3,2786.8,233.8,beaumont,"beaumont,CA",16000US0604758
Bell Police Dept,CA,12,36062.0,225.0,1,9.0,95,120,662.0,177,394.0,91.0,623.9,2.8,25.0,263.4,332.8,1835.7,490.8,1092.6,252.3,bell,"bell,CA",16000US0604870
Bell Gardens Police Dept,CA,12,42769.0,125.0,3,2.0,67,53,728.0,111,308.0,309.0,292.3,7.0,4.7,156.7,123.9,1702.2,259.5,720.1,722.5,bell gardens,"bell gardens,CA",16000US0604996
Bellflower,CA,12,77886.0,304.0,6,11.0,135,152,1802.0,417,886.0,499.0,390.3,7.7,14.1,173.3,195.2,2313.6,535.4,1137.6,640.7,bellflower,"bellflower,CA",16000US0604982
Belmont Police Dept,CA,12,26389.0,24.0,0,4.0,5,15,408.0,92,270.0,46.0,90.9,0.0,15.2,18.9,56.8,1546.1,348.6,1023.2,174.3,belmont,"belmont,CA",16000US0605108
Benicia Police Dept,CA,12,27459.0,37.0,0,3.0,14,20,390.0,156,180.0,54.0,134.7,0.0,10.9,51.0,72.8,1420.3,568.1,655.5,196.7,benicia,"benicia,CA",16000US0605290
Berkeley Police Dept,CA,12,114961.0,487.0,5,39.0,335,108,5696.0,971,4084.0,641.0,423.6,4.3,33.9,291.4,93.9,4954.7,844.6,3552.5,557.6,berkeley,"berkeley,CA",16000US0606000
Beverly Hills Police Dept,CA,12,34677.0,89.0,1,7.0,35,46,1081.0,258,790.0,33.0,256.7,2.9,20.2,100.9,132.7,3117.3,744.0,2278.2,95.2,beverly hills,"beverly hills,CA",16000US0606308
Blythe Police Dept,CA,12,21323.0,73.0,1,3.0,16,53,759.0,265,491.0,3.0,342.4,4.7,14.1,75.0,248.6,3559.5,1242.8,2302.7,14.1,blythe,"blythe,CA",16000US0607218
Brawley Police Dept,CA,12,25570.0,59.0,0,5.0,16,38,1176.0,395,709.0,72.0,230.7,0.0,19.6,62.6,148.6,4599.1,1544.8,2772.8,281.6,brawley,"brawley,CA",16000US0608058
Brea Police Dept,CA,12,40253.0,74.0,0,2.0,23,49,1292.0,191,1052.0,49.0,183.8,0.0,5.0,57.1,121.7,3209.7,474.5,2613.5,121.7,brea,"brea,CA",16000US0608100
Brentwood Police Dept,CA,12,52811.0,99.0,1,4.0,42,52,1185.0,240,835.0,110.0,187.5,1.9,7.6,79.5,98.5,2243.9,454.5,1581.1,208.3,brentwood,"brentwood,CA",16000US0608142
Buena Park Police Dept,CA,12,82505.0,206.0,1,13.0,77,115,2066.0,342,1415.0,309.0,249.7,1.2,15.8,93.3,139.4,2504.1,414.5,1715.0,374.5,buena park,"buena park,CA",16000US0608786
Burbank Police Dept,CA,12,105057.0,243.0,2,24.0,111,106,2493.0,383,1911.0,199.0,231.3,1.9,22.8,105.7,100.9,2373.0,364.6,1819.0,189.4,burbank,"burbank,CA",16000US0608954
Burlingame Police Dept,CA,12,29427.0,61.0,0,5.0,8,48,707.0,133,518.0,56.0,207.3,0.0,17.0,27.2,163.1,2402.6,452.0,1760.3,190.3,burlingame,"burlingame,CA",16000US0609066
Butte County Sheriff Department,CA,12,,126.0,8,8.0,16,94,1165.0,481,676.0,8.0,,,,,,,,,,butte county,"butte county,CA",05000US06007
Calabasas,CA,12,23442.0,13.0,1,5.0,3,4,238.0,62,165.0,11.0,55.5,4.3,21.3,12.8,17.1,1015.3,264.5,703.9,46.9,calabasas,"calabasas,CA",16000US0609598
Calaveras County Sheriff Department,CA,12,,87.0,0,17.0,6,64,973.0,348,618.0,7.0,,,,,,,,,,calaveras county,"calaveras county,CA",05000US06009
Calexico Police Dept,CA,12,39527.0,108.0,1,2.0,37,68,1538.0,499,680.0,359.0,273.2,2.5,5.1,93.6,172.0,3891.0,1262.4,1720.3,908.2,calexico,"calexico,CA",16000US0609710
Camarillo,CA,12,66506.0,61.0,0,5.0,21,35,955.0,139,767.0,49.0,91.7,0.0,7.5,31.6,52.6,1436.0,209.0,1153.3,73.7,camarillo,"camarillo,CA",16000US0610046
Campbell Police Dept,CA,12,40339.0,90.0,0,18.0,32,40,1649.0,371,1103.0,175.0,223.1,0.0,44.6,79.3,99.2,4087.9,919.7,2734.3,433.8,campbell,"campbell,CA",16000US0610345
Carson,CA,12,93233.0,520.0,7,14.0,142,357,2709.0,601,1558.0,550.0,557.7,7.5,15.0,152.3,382.9,2905.6,644.6,1671.1,589.9,carson,"carson,CA",16000US0611530
Cerritos,CA,12,49856.0,120.0,0,7.0,67,46,1870.0,441,1253.0,176.0,240.7,0.0,14.0,134.4,92.3,3750.8,884.5,2513.2,353.0,cerritos,"cerritos,CA",16000US0612552
Chico Police Dept,CA,12,87090.0,282.0,1,46.0,95,140,2291.0,778,1259.0,254.0,323.8,1.1,52.8,109.1,160.8,2630.6,893.3,1445.6,291.7,chico,"chico,CA",16000US0613014
Chino Police Dept,CA,12,79792.0,291.0,1,9.0,52,229,2116.0,562,1319.0,235.0,364.7,1.3,11.3,65.2,287.0,2651.9,704.3,1653.0,294.5,chino,"chino,CA",16000US0613210
Chino Hills,CA,12,76632.0,64.0,0,2.0,22,40,956.0,350,541.0,65.0,83.5,0.0,2.6,28.7,52.2,1247.5,456.7,706.0,84.8,chino hills,"chino hills,CA",16000US0613214
Chula Vista Police Dept,CA,12,249830.0,581.0,8,33.0,227,313,5081.0,926,3153.0,1002.0,232.6,3.2,13.2,90.9,125.3,2033.8,370.7,1262.1,401.1,chula vista,"chula vista,CA",16000US0613392
Claremont Police Dept,CA,12,35469.0,40.0,0,5.0,19,16,901.0,227,611.0,63.0,112.8,0.0,14.1,53.6,45.1,2540.2,640.0,1722.6,177.6,claremont,"claremont,CA",16000US0613756
Clovis Police Dept,CA,12,97828.0,219.0,3,34.0,57,125,4025.0,955,2685.0,385.0,223.9,3.1,34.8,58.3,127.8,4114.4,976.2,2744.6,393.5,clovis,"clovis,CA",16000US0614218
Coachella Police Dept,CA,12,42034.0,265.0,5,9.0,67,184,1547.0,424,780.0,343.0,630.4,11.9,21.4,159.4,437.7,3680.4,1008.7,1855.6,816.0,coachella,"coachella,CA",16000US0614260
Colton Police Dept,CA,12,53431.0,189.0,0,10.0,84,95,1907.0,526,1027.0,354.0,353.7,0.0,18.7,157.2,177.8,3569.1,984.4,1922.1,662.5,colton,"colton,CA",16000US0614890
Compton Police Dept,CA,12,98057.0,1218.0,21,33.0,428,736,2399.0,574,1006.0,819.0,1242.1,21.4,33.7,436.5,750.6,2446.5,585.4,1025.9,835.2,compton,"compton,CA",16000US0615044
Concord Police Dept,CA,12,125205.0,402.0,0,19.0,153,230,4182.0,829,2694.0,659.0,321.1,0.0,15.2,122.2,183.7,3340.1,662.1,2151.7,526.3,concord,"concord,CA",16000US0616000
Contra Costa County Sheriff Department,CA,12,,472.0,10,25.0,120,317,2307.0,993,1298.0,16.0,,,,,,,,,,contra costa county,"contra costa county,CA",05000US06013
Corcoran Police Dept,CA,12,25119.0,89.0,0,4.0,5,80,328.0,83,209.0,36.0,354.3,0.0,15.9,19.9,318.5,1305.8,330.4,832.0,143.3,corcoran,"corcoran,CA",16000US0616224
Corona Police Dept,CA,12,157342.0,210.0,1,17.0,102,90,4143.0,861,2766.0,516.0,133.5,0.6,10.8,64.8,57.2,2633.1,547.2,1758.0,327.9,corona,"corona,CA",16000US0616350
Coronado Police Dept,CA,12,19345.0,20.0,3,3.0,0,14,504.0,117,367.0,20.0,103.4,15.5,15.5,0.0,72.4,2605.3,604.8,1897.1,103.4,coronado,"coronado,CA",16000US0616378
Costa Mesa Police Dept,CA,12,112635.0,254.0,4,32.0,83,135,4079.0,668,3050.0,361.0,225.5,3.6,28.4,73.7,119.9,3621.4,593.1,2707.9,320.5,costa mesa,"costa mesa,CA",16000US0616532
Covina Police Dept,CA,12,48588.0,151.0,2,13.0,55,81,1651.0,393,1070.0,188.0,310.8,4.1,26.8,113.2,166.7,3398.0,808.8,2202.2,386.9,covina,"covina,CA",16000US0616742
Cudahy,CA,12,24201.0,151.0,0,1.0,57,93,347.0,50,219.0,78.0,623.9,0.0,4.1,235.5,384.3,1433.8,206.6,904.9,322.3,cudahy,"cudahy,CA",16000US0617498
Cupertino,CA,12,59769.0,58.0,0,6.0,23,29,797.0,175,569.0,53.0,97.0,0.0,10.0,38.5,48.5,1333.5,292.8,952.0,88.7,cupertino,"cupertino,CA",16000US0617610
Cypress Police Dept,CA,12,48976.0,56.0,0,2.0,17,37,1018.0,183,771.0,64.0,114.3,0.0,4.1,34.7,75.5,2078.6,373.7,1574.2,130.7,cypress,"cypress,CA",16000US0617750
Dana Point,CA,12,34172.0,65.0,0,5.0,13,47,604.0,129,444.0,31.0,190.2,0.0,14.6,38.0,137.5,1767.5,377.5,1299.3,90.7,dana point,"dana point,CA",16000US0617946
Danville,CA,12,43121.0,16.0,0,0.0,2,14,442.0,94,331.0,17.0,37.1,0.0,0.0,4.6,32.5,1025.0,218.0,767.6,39.4,danville,"danville,CA",16000US0617988
Davis Police Dept,CA,12,66628.0,95.0,0,20.0,31,44,1476.0,390,999.0,87.0,142.6,0.0,30.0,46.5,66.0,2215.3,585.3,1499.4,130.6,davis,"davis,CA",16000US0618100
Delano Police Dept,CA,12,54318.0,274.0,0,6.0,53,215,1437.0,545,552.0,340.0,504.4,0.0,11.0,97.6,395.8,2645.5,1003.4,1016.2,625.9,delano,"delano,CA",16000US0618394
Desert Hot Springs,CA,12,27929.0,344.0,6,12.0,67,259,1157.0,571,432.0,154.0,1231.7,21.5,43.0,239.9,927.4,4142.6,2044.5,1546.8,551.4,desert hot springs,"desert hot springs,CA",16000US0618996
Diamond Bar,CA,12,56470.0,55.0,0,1.0,17,37,952.0,354,525.0,73.0,97.4,0.0,1.8,30.1,65.5,1685.9,626.9,929.7,129.3,diamond bar,"diamond bar,CA",16000US0619192
Dinuba Police Dept,CA,12,21999.0,181.0,0,4.0,32,145,919.0,341,424.0,154.0,822.8,0.0,18.2,145.5,659.1,4177.5,1550.1,1927.4,700.0,dinuba,"dinuba,CA",16000US0619318
Downey Police Dept,CA,12,113628.0,381.0,6,20.0,190,165,3537.0,670,1908.0,959.0,335.3,5.3,17.6,167.2,145.2,3112.8,589.6,1679.2,844.0,downey,"downey,CA",16000US0619766
Duarte,CA,12,21673.0,71.0,0,5.0,17,49,507.0,121,317.0,69.0,327.6,0.0,23.1,78.4,226.1,2339.3,558.3,1462.6,318.4,duarte,"duarte,CA",16000US0619990
Dublin,CA,12,47004.0,84.0,0,4.0,20,60,731.0,155,522.0,54.0,178.7,0.0,8.5,42.5,127.6,1555.2,329.8,1110.5,114.9,dublin,"dublin,CA",16000US0620018
East Palo Alto Police Dept,CA,12,28766.0,333.0,7,11.0,85,230,587.0,321,128.0,138.0,1157.6,24.3,38.2,295.5,799.6,2040.6,1115.9,445.0,479.7,east palo alto,"east palo alto,CA",16000US0620956
Eastvale,CA,12,55439.0,41.0,0,1.0,15,25,1007.0,256,641.0,110.0,74.0,0.0,1.8,27.1,45.1,1816.4,461.8,1156.2,198.4,eastvale,"eastvale,CA",16000US0621230
El Cajon Police Dept,CA,12,101864.0,365.0,2,24.0,147,192,2414.0,493,1527.0,394.0,358.3,2.0,23.6,144.3,188.5,2369.8,484.0,1499.1,386.8,el cajon,"el cajon,CA",16000US0621712
El Centro Police Dept,CA,12,43643.0,166.0,2,7.0,40,117,2477.0,734,1572.0,171.0,380.4,4.6,16.0,91.7,268.1,5675.6,1681.8,3602.0,391.8,el centro,"el centro,CA",16000US0621782
El Cerrito Police Dept,CA,12,24156.0,128.0,0,2.0,79,47,1022.0,239,635.0,148.0,529.9,0.0,8.3,327.0,194.6,4230.8,989.4,2628.7,612.7,el cerrito,"el cerrito,CA",16000US0621796
El Dorado County Sheriff Department,CA,12,,241.0,3,14.0,22,202,2024.0,766,1240.0,18.0,,,,,,,,,,el dorado county,"el dorado county,CA",05000US06017
El Monte Police Dept,CA,12,115356.0,395.0,4,14.0,203,174,2230.0,571,1081.0,578.0,342.4,3.5,12.1,176.0,150.8,1933.1,495.0,937.1,501.1,el monte,"el monte,CA",16000US0622230
Encinitas,CA,12,60960.0,150.0,1,12.0,23,114,1296.0,291,929.0,76.0,246.1,1.6,19.7,37.7,187.0,2126.0,477.4,1524.0,124.7,encinitas,"encinitas,CA",16000US0622678
Escondido Police Dept,CA,12,147386.0,628.0,5,38.0,206,379,3887.0,764,2365.0,758.0,426.1,3.4,25.8,139.8,257.1,2637.3,518.4,1604.6,514.3,escondido,"escondido,CA",16000US0622804
Eureka Police Dept,CA,12,27469.0,159.0,0,17.0,71,71,1956.0,347,1430.0,179.0,578.8,0.0,61.9,258.5,258.5,7120.8,1263.2,5205.9,651.6,eureka,"eureka,CA",16000US0623042
Fairfield Police Dept,CA,12,107110.0,454.0,8,30.0,139,277,3317.0,676,2144.0,497.0,423.9,7.5,28.0,129.8,258.6,3096.8,631.1,2001.7,464.0,fairfield,"fairfield,CA",16000US0623182
Folsom Police Dept,CA,12,73678.0,85.0,0,7.0,24,54,1277.0,235,963.0,79.0,115.4,0.0,9.5,32.6,73.3,1733.2,319.0,1307.0,107.2,folsom,"folsom,CA",16000US0624638
Fontana Police Dept,CA,12,200874.0,850.0,5,31.0,291,523,4494.0,1099,2389.0,1006.0,423.2,2.5,15.4,144.9,260.4,2237.2,547.1,1189.3,500.8,fontana,"fontana,CA",16000US0624680
Fountain Valley Police Dept,CA,12,56674.0,106.0,1,7.0,17,81,1469.0,299,1063.0,107.0,187.0,1.8,12.4,30.0,142.9,2592.0,527.6,1875.6,188.8,fountain valley,"fountain valley,CA",16000US0625380
Fremont Police Dept,CA,12,218927.0,306.0,2,14.0,132,158,4259.0,1176,2502.0,581.0,139.8,0.9,6.4,60.3,72.2,1945.4,537.2,1142.8,265.4,fremont,"fremont,CA",16000US0626000
Fresno County Sheriff Department,CA,12,,825.0,15,20.0,136,654,5248.0,1934,2366.0,948.0,,,,,,,,,,fresno county,"fresno county,CA",05000US06019
Fresno Police Dept,CA,12,506011.0,2748.0,51,54.0,1015,1628,25737.0,5902,15534.0,4301.0,543.1,10.1,10.7,200.6,321.7,5086.3,1166.4,3069.9,850.0,fresno,"fresno,CA",16000US0627000
Fullerton Police Dept,CA,12,138455.0,452.0,0,31.0,137,284,3937.0,742,2872.0,323.0,326.5,0.0,22.4,98.9,205.1,2843.5,535.9,2074.3,233.3,fullerton,"fullerton,CA",16000US0628000
Galt Police Dept,CA,12,24163.0,59.0,1,2.0,7,49,470.0,148,267.0,55.0,244.2,4.1,8.3,29.0,202.8,1945.1,612.5,1105.0,227.6,galt,"galt,CA",16000US0628112
Garden Grove Police Dept,CA,12,175079.0,439.0,1,16.0,135,287,4017.0,761,2655.0,601.0,250.7,0.6,9.1,77.1,163.9,2294.4,434.7,1516.5,343.3,garden grove,"garden grove,CA",16000US0629000
Gardena Police Dept,CA,12,59802.0,287.0,0,13.0,167,107,1321.0,297,716.0,308.0,479.9,0.0,21.7,279.3,178.9,2209.0,496.6,1197.3,515.0,gardena,"gardena,CA",16000US0628168
Glendale Police Dept,CA,12,194902.0,233.0,0,6.0,108,119,3043.0,516,2218.0,309.0,119.5,0.0,3.1,55.4,61.1,1561.3,264.7,1138.0,158.5,glendale,"glendale,CA",16000US0630000
Glendora Police Dept,CA,12,50903.0,59.0,0,8.0,27,24,1293.0,202,1018.0,73.0,115.9,0.0,15.7,53.0,47.1,2540.1,396.8,1999.9,143.4,glendora,"glendora,CA",16000US0630014
Goleta,CA,12,30384.0,50.0,0,4.0,8,38,523.0,129,368.0,26.0,164.6,0.0,13.2,26.3,125.1,1721.3,424.6,1211.2,85.6,goleta,"goleta,CA",16000US0630378
Hanford Police Dept,CA,12,54787.0,309.0,2,24.0,59,224,1711.0,337,1176.0,198.0,564.0,3.7,43.8,107.7,408.9,3123.0,615.1,2146.5,361.4,hanford,"hanford,CA",16000US0631960
Hawthorne Police Dept,CA,12,85692.0,637.0,7,26.0,307,297,2181.0,575,1138.0,468.0,743.4,8.2,30.3,358.3,346.6,2545.2,671.0,1328.0,546.1,hawthorne,"hawthorne,CA",16000US0632548
Hayward Police Dept,CA,12,147424.0,613.0,6,46.0,342,219,4792.0,1109,2227.0,1456.0,415.8,4.1,31.2,232.0,148.6,3250.5,752.3,1510.6,987.6,hayward,"hayward,CA",16000US0633000
Hemet Police Dept,CA,12,81213.0,406.0,1,21.0,146,238,3486.0,1052,1955.0,479.0,499.9,1.2,25.9,179.8,293.1,4292.4,1295.4,2407.3,589.8,hemet,"hemet,CA",16000US0633182
Hercules Police Dept,CA,12,24682.0,43.0,1,1.0,17,24,298.0,98,144.0,56.0,174.2,4.1,4.1,68.9,97.2,1207.4,397.1,583.4,226.9,hercules,"hercules,CA",16000US0633308
Hesperia,CA,12,92383.0,402.0,6,17.0,69,310,2502.0,917,1185.0,400.0,435.1,6.5,18.4,74.7,335.6,2708.3,992.6,1282.7,433.0,hesperia,"hesperia,CA",16000US0633434
Highland,CA,12,54403.0,296.0,4,5.0,92,195,1616.0,629,689.0,298.0,544.1,7.4,9.2,169.1,358.4,2970.4,1156.2,1266.5,547.8,highland,"highland,CA",16000US0633588
Hollister Police Dept,CA,12,35766.0,162.0,1,12.0,26,123,724.0,281,379.0,64.0,452.9,2.8,33.6,72.7,343.9,2024.3,785.7,1059.7,178.9,hollister,"hollister,CA",16000US0634120
Humboldt County Sheriff Department,CA,12,,115.0,2,10.0,31,72,1130.0,509,604.0,17.0,,,,,,,,,,humboldt county,"humboldt county,CA",05000US06023
Huntington Beach Police Dept,CA,12,194677.0,313.0,3,31.0,83,196,5470.0,797,4352.0,321.0,160.8,1.5,15.9,42.6,100.7,2809.8,409.4,2235.5,164.9,huntington beach,"huntington beach,CA",16000US0636000
Huntington Park Police Dept,CA,12,59079.0,373.0,4,9.0,243,117,1917.0,241,1018.0,658.0,631.4,6.8,15.2,411.3,198.0,3244.8,407.9,1723.1,1113.8,huntington park,"huntington park,CA",16000US0636056
Imperial County Sheriff Department,CA,12,,139.0,0,6.0,12,121,791.0,352,419.0,20.0,,,,,,,,,,imperial county,"imperial county,CA",05000US06025
Indio Police Dept,CA,12,78501.0,450.0,2,22.0,153,273,2791.0,836,1466.0,489.0,573.2,2.5,28.0,194.9,347.8,3555.4,1065.0,1867.5,622.9,indio,"indio,CA",16000US0636448
Inglewood Police Dept,CA,12,111488.0,780.0,14,27.0,373,366,2673.0,646,1389.0,638.0,699.6,12.6,24.2,334.6,328.3,2397.6,579.4,1245.9,572.3,inglewood,"inglewood,CA",16000US0636546
Irvine Police Department,CA,12,217528.0,110.0,2,8.0,29,71,3304.0,570,2599.0,135.0,50.6,0.9,3.7,13.3,32.6,1518.9,262.0,1194.8,62.1,irvine,"irvine,CA",16000US0636770
Kern County Sheriff Department,CA,12,,2179.0,22,85.0,490,1582,11713.0,4015,5592.0,2106.0,,,,,,,,,,kern county,"kern county,CA",05000US06029
Kings County Sheriff Department,CA,12,,183.0,1,13.0,19,150,515.0,207,263.0,45.0,,,,,,,,,,kings county,"kings county,CA",05000US06031
La Habra Police Dept,CA,12,61731.0,147.0,2,7.0,45,93,1150.0,255,789.0,106.0,238.1,3.2,11.3,72.9,150.7,1862.9,413.1,1278.1,171.7,la habra,"la habra,CA",16000US0639290
La Mirada,CA,12,49312.0,98.0,2,4.0,20,72,776.0,170,503.0,103.0,198.7,4.1,8.1,40.6,146.0,1573.7,344.7,1020.0,208.9,la mirada,"la mirada,CA",16000US0640032
La Puente,CA,12,40479.0,121.0,3,6.0,42,70,521.0,110,253.0,158.0,298.9,7.4,14.8,103.8,172.9,1287.1,271.7,625.0,390.3,la puente,"la puente,CA",16000US0640340
La Quinta,CA,12,38690.0,150.0,0,5.0,45,100,1669.0,541,1033.0,95.0,387.7,0.0,12.9,116.3,258.5,4313.8,1398.3,2669.9,245.5,la quinta,"la quinta,CA",16000US0640354
La Verne Police Dept,CA,12,31575.0,50.0,0,8.0,15,27,823.0,142,637.0,44.0,158.4,0.0,25.3,47.5,85.5,2606.5,449.7,2017.4,139.4,la verne,"la verne,CA",16000US0640830
Lafayette,CA,12,24510.0,21.0,0,2.0,7,12,419.0,101,292.0,26.0,85.7,0.0,8.2,28.6,49.0,1709.5,412.1,1191.4,106.1,lafayette,"lafayette,CA",16000US0639122
Laguna Beach Police Dept,CA,12,23283.0,57.0,1,6.0,7,43,548.0,123,399.0,26.0,244.8,4.3,25.8,30.1,184.7,2353.6,528.3,1713.7,111.7,laguna beach,"laguna beach,CA",16000US0639178
Laguna Hills,CA,12,31090.0,29.0,1,4.0,12,12,620.0,85,502.0,33.0,93.3,3.2,12.9,38.6,38.6,1994.2,273.4,1614.7,106.1,laguna hills,"laguna hills,CA",16000US0639220
Lake County Sheriff Department,CA,12,,190.0,1,12.0,31,146,812.0,430,374.0,8.0,,,,,,,,,,lake county,"lake county,CA",05000US06033
Lake Elsinore,CA,12,53912.0,130.0,2,3.0,57,68,1932.0,537,1141.0,254.0,241.1,3.7,5.6,105.7,126.1,3583.6,996.1,2116.4,471.1,lake elsinore,"lake elsinore,CA",16000US0639486
Lake Forest,CA,12,79166.0,107.0,0,8.0,20,79,1088.0,227,798.0,63.0,135.2,0.0,10.1,25.3,99.8,1374.3,286.7,1008.0,79.6,lake forest,"lake forest,CA",16000US0639496
Lakewood,CA,12,81382.0,227.0,1,13.0,102,111,2062.0,371,1381.0,310.0,278.9,1.2,16.0,125.3,136.4,2533.7,455.9,1696.9,380.9,lakewood,"lakewood,CA",16000US0639892
Lancaster,CA,12,159155.0,859.0,8,54.0,313,484,3498.0,1043,2051.0,404.0,539.7,5.0,33.9,196.7,304.1,2197.9,655.3,1288.7,253.8,lancaster,"lancaster,CA",16000US0640130
Lawndale,CA,12,33312.0,167.0,2,4.0,51,110,397.0,135,164.0,98.0,501.3,6.0,12.0,153.1,330.2,1191.8,405.3,492.3,294.2,lawndale,"lawndale,CA",16000US0640886
Lemon Grove,CA,12,25932.0,137.0,1,11.0,48,77,434.0,85,248.0,101.0,528.3,3.9,42.4,185.1,296.9,1673.6,327.8,956.3,389.5,lemon grove,"lemon grove,CA",16000US0641124
Lemoore Police Dept,CA,12,24904.0,131.0,0,9.0,18,104,698.0,127,494.0,77.0,526.0,0.0,36.1,72.3,417.6,2802.8,510.0,1983.6,309.2,lemoore,"lemoore,CA",16000US0641152
Lincoln Police Dept,CA,12,44378.0,14.0,0,1.0,5,8,506.0,203,253.0,50.0,31.5,0.0,2.3,11.3,18.0,1140.2,457.4,570.1,112.7,lincoln,"lincoln,CA",16000US0641474
Livermore Police Dept,CA,12,82800.0,301.0,0,15.0,32,254,1805.0,310,1319.0,176.0,363.5,0.0,18.1,38.6,306.8,2180.0,374.4,1593.0,212.6,livermore,"livermore,CA",16000US0641992
Lodi Police Dept,CA,12,63718.0,280.0,2,12.0,86,180,2599.0,754,1508.0,337.0,439.4,3.1,18.8,135.0,282.5,4078.9,1183.3,2366.7,528.9,lodi,"lodi,CA",16000US0642202
Loma Linda,CA,12,23819.0,43.0,1,3.0,11,28,626.0,173,299.0,154.0,180.5,4.2,12.6,46.2,117.6,2628.2,726.3,1255.3,646.5,loma linda,"loma linda,CA",16000US0642370
Lomita,CA,12,20591.0,95.0,1,1.0,30,63,391.0,81,264.0,46.0,461.4,4.9,4.9,145.7,306.0,1898.9,393.4,1282.1,223.4,lomita,"lomita,CA",16000US0642468
Lompoc Police Dept,CA,12,43120.0,222.0,3,16.0,27,176,1166.0,312,787.0,67.0,514.8,7.0,37.1,62.6,408.2,2704.1,723.6,1825.1,155.4,lompoc,"lompoc,CA",16000US0642524
Long Beach Police Dept,CA,12,469893.0,2705.0,32,115.0,1239,1319,14131.0,3799,7702.0,2630.0,575.7,6.8,24.5,263.7,280.7,3007.3,808.5,1639.1,559.7,long beach,"long beach,CA",16000US0643000
Los Altos Police Dept,CA,12,29704.0,6.0,0,0.0,5,1,299.0,94,197.0,8.0,20.2,0.0,0.0,16.8,3.4,1006.6,316.5,663.2,26.9,los altos,"los altos,CA",16000US0643280
Los Angeles County Sheriff Department,CA,12,,5458.0,75,161.0,1490,3732,16981.0,4816,8223.0,3942.0,,,,,,,,,,los angeles county,"los angeles county,CA",05000US06037
Los Angeles Police Dept,CA,12,3855122.0,18547.0,299,936.0,8983,8329,87478.0,16388,56006.0,15084.0,481.1,7.8,24.3,233.0,216.1,2269.1,425.1,1452.8,391.3,los angeles,"los angeles,CA",16000US0644000
Los Gatos Police Dept,CA,12,30161.0,38.0,0,5.0,6,27,629.0,123,464.0,42.0,126.0,0.0,16.6,19.9,89.5,2085.5,407.8,1538.4,139.3,los gatos,"los gatos,CA",16000US0644112
Lynwood,CA,12,70908.0,541.0,9,24.0,211,297,1373.0,350,503.0,520.0,763.0,12.7,33.8,297.6,418.9,1936.3,493.6,709.4,733.3,lynwood,"lynwood,CA",16000US0644574
Madera County Sheriff Department,CA,12,,353.0,0,14.0,19,320,1660.0,794,840.0,26.0,,,,,,,,,,madera county,"madera county,CA",05000US06039
Madera Police Dept,CA,12,62796.0,466.0,2,19.0,114,331,1621.0,653,622.0,346.0,742.1,3.2,30.3,181.5,527.1,2581.4,1039.9,990.5,551.0,madera,"madera,CA",16000US0645022
Manhattan Beach Police Dept,CA,12,35719.0,62.0,0,7.0,29,26,855.0,183,631.0,41.0,173.6,0.0,19.6,81.2,72.8,2393.7,512.3,1766.6,114.8,manhattan beach,"manhattan beach,CA",16000US0645400
Manteca Police Dept,CA,12,68887.0,265.0,0,11.0,83,171,2681.0,454,1844.0,383.0,384.7,0.0,16.0,120.5,248.2,3891.9,659.1,2676.8,556.0,manteca,"manteca,CA",16000US0645484
Marin County Sheriff Department,CA,12,,107.0,0,3.0,25,79,733.0,218,511.0,4.0,,,,,,,,,,marin county,"marin county,CA",05000US06041
Martinez Police Dept,CA,12,36729.0,70.0,1,9.0,18,42,930.0,174,567.0,189.0,190.6,2.7,24.5,49.0,114.4,2532.1,473.7,1543.7,514.6,martinez,"martinez,CA",16000US0646114
Maywood Police Dept,CA,12,27850.0,175.0,1,6.0,56,112,286.0,66,139.0,81.0,628.4,3.6,21.5,201.1,402.2,1026.9,237.0,499.1,290.8,maywood,"maywood,CA",16000US0646492
Mendocino County Sheriff Department,CA,12,,183.0,5,18.0,25,135,669.0,276,382.0,11.0,,,,,,,,,,mendocino county,"mendocino county,CA",05000US06045
Menlo Park Police Dept,CA,12,32713.0,53.0,2,2.0,23,26,625.0,165,432.0,28.0,162.0,6.1,6.1,70.3,79.5,1910.6,504.4,1320.6,85.6,menlo park,"menlo park,CA",16000US0646870
